"","id","author","publication_year","display_name","doi","cited_by_count","ab"
"554","W3182361951","Stefan Hartman",2021,"Destination governance in times of change: a complex adaptive systems perspective to improve tourism destination development","https://doi.org/10.1108/jtf-11-2020-0213",5,"Purpose This paper brings together the literature on theories of complexity adaptive systems (CAS), develops an analytical framework, applies this framework to the development of tourism destinations and critically reflects on the use of this perspective. Design/methodology/approach This paper elaborates on a CAS perspective on destination development, to further develop complexity thinking in tourism studies. This approach enables to identify policy avenues geared towards improving destination governance and contributing to sustainable tourism development. Findings Theories of CAS offer an analytical lens to better understand destination development, drawing explicit attention to (1) the levels of the individual, (emergent) structures, the structure-agency interface and the system level, (2) the steps related to the process of adaptation that is critical for systems to survive and thrive in times of change and (3) the undervalued importance of considering the factor of time. Originality/value Applying CAS theories help to address a range of (policy) avenues to improve destination governance, contributing to a shift in focus from reactively fixing problems to proactively addressing the structural issue of adaptive capacity building. It shows that managing tourism destination as complex systems involves a set of conditions that are critical as well as difficult to meet in tourism practice."
"555","W3198875804","Freek de Haan, Oladimeji Akeem Bolarinwa, Rosemonde Guissou, Fatoumata Tou, Paulina Tindana, Wouter Boon, Ellen H.M. Moors, Phaik Yeong Cheah, Mehul Dhorda, Arjen M. Dondorp, Jean-Bosco Ouédraogo, Olugbenga A. Mokuolu, Chanaki Amaratunga",2021,"To what extent are the antimalarial markets in African countries ready for a transition to triple artemisinin-based combination therapies?","https://doi.org/10.1371/journal.pone.0256567",5,"Triple artemisinin-based combination therapies (TACTs) are being developed as a response to artemisinin and partner drug resistance in the treatment of falciparum malaria in Southeast Asia. In African countries, where current artemisinin-based combination therapies (ACTs) are still effective, TACTs have the potential to benefit the larger community and future patients by mitigating the risk of drug resistance. This study explores the extent to which the antimalarial drug markets in African countries are ready for a transition to TACTs.A qualitative study was conducted in Nigeria and Burkina Faso and comprised in-depth interviews (n = 68) and focus group discussions (n = 11) with key actor groups in the innovation system of antimalarial therapies.Evidence of ACT failure in African countries and explicit support for TACTs by the World Health Organization (WHO) and international funders were perceived important determinants for the market prospects of TACTs in Nigeria and Burkina Faso. At the country level, slow regulatory and implementation procedures were identified as potential barriers towards rapid TACTs deployment. Integrating TACTs in public sector distribution channels was considered relatively straightforward. More challenges were expected for integrating TACTs in private sector distribution channels, which are characterized by patient demand and profit motives. Finally, several affordability and acceptability issues were raised for which ACTs were suggested as a benchmark.The market prospects of TACTs in Nigeria and Burkina Faso will depend on the demonstration of the added value of TACTs over ACTs, their advocacy by the WHO, the inclusion of TACTs in financial and regulatory arrangements, and their alignment with current distribution and deployment practices. Further clinical, health-economic and feasibility studies are required to inform decision makers about the broader implications of a transition to TACTs in African counties. The recent reporting of artemisinin resistance and ACT failure in Africa might change important determinants of the market readiness for TACTs."
"556","W3204417470","Karina Benessaiah, Hallie Eakin",2021,"Crisis, transformation, and agency: Why are people going back-to-the-land in Greece?","https://doi.org/10.1007/s11625-021-01043-5",5,"Transformations are fundamentally about agency: human intention, motivation, and power to influence and to resist. Most studies focus on deliberate system-level transformations, usually guided by a set of influential actors. However, system-level transformations may also occur as the result of the cascading effects of multiple individual transformations in response or in anticipation to various crises. Little is known about how crises foster these individual transformations, and how these may relate to different types of system-level change. This article fills this gap by looking at how crisis fosters two different types of agencies—internal and external—and how these link to individual transformations in the case of Greece’s back-to-the-land movement whereby urbanites sought to reconnect with land-based livelihoods during the economic crisis (2008 onwards). The article draws on the qualitative analysis of 76 interviews of back-to-the-landers to further understand why people are going back-to-the-land (their motivations), how these relate to the concept of agency and individual transformation, and what implications might there be for system-level social-ecological transformations. This article makes three key points. First, crises create different opportunity contexts that may lead to rapid changes in what is valued in the broader social discourse. While social values and discourses are usually considered to be “deep levers” and slow to change, we found that they can rapidly shift in times of crises, challenging notions of the role of fast vs. slow variables in system transformations. Second, agency is needed to respond to crises but is also further catalyzed and enhanced through crisis; activating one’s internal agency leads to personal transformations as well as collective transformations (linked to external agency), which are mutually co-constitutive. And third, systemic-level transformation emerges through multiple pathways including through the aggregation of multiple individual transformations that may lead to emergent system-level changes."
"557","W3208876657","David Gómez-Álvarez, Eduardo López-Moreno, Edgardo Bilsky, Karina Ochoa, Efrén Josué Jonatán Osorio Lara",2018,"Indicators for Measuring Urban Sustainability and Resilience","https://doi.org/10.1017/9781316647554.010",5,""
"558","W3210960422","Abel Chavez, Chris Kennedy, Bin Chen, Marian Chertow, Tim Baynes, Shaoqing Chen, Xuemei Bai",2018,"Understanding, Implementing, and Tracking Urban Metabolism Is Key to Urban Futures","https://doi.org/10.1017/9781316647554.005",5,"A summary is not available for this content. As you have access to this content, full HTML content is provided on this page. A PDF of this content is also available in through the ‘Save PDF’ action button."
"559","W4200083829","Benjamin K. Sovacool, Chux Daniels, Abbas AbdulRafiu",2022,"Transitioning to electrified, automated and shared mobility in an African context: A comparative review of Johannesburg, Kigali, Lagos and Nairobi","https://doi.org/10.1016/j.jtrangeo.2021.103256",5,"This article focuses on the drivers and barriers afforded by three innovations—automated vehicles, electric mobility, and ridesharing and bike-sharing—in the four African urban areas of Johannesburg (South Africa), Kigali (Rwanda), Lagos (Nigeria) and Nairobi (Kenya). We ask: what are the drivers behind these innovations in these regions? What are the potential barriers? And what implications for policy or sustainability transitions emerge? Based on a review of the academic literature, we argue that these innovations are particularly important at providing low-carbon transitions for the transport sector, even though low-carbon development is an important topic that is under-researched in many developing economies. We begin by introducing these three innovations and justifying our four case studies. We base the research design on an interdisciplinary critical and umbrella literature review. We then discuss the results of our review, which is organized as a dualism of positive drivers and negative barriers, before discussing how to better harness innovation for low-carbon mobility in an African context. We find that the possible benefits of our three innovations exist only juxtaposed against negative barriers; no innovation is purely positive or negative and all of them have multiple dimensions of positivity and negativity. Although we have treated each of the three innovations as fairly isolated from one another, there are emergent (and potentially strong) couplings or entanglements between them, e.g. between electrification and two-wheelers or automation and ridesharing. In some contexts, hybridization, incrementalism and leapfrogging are seen as positive attributes and desirable characteristics of planning and technology adoption."
"560","W4205471327","Tessa de Geus, Julia Wittmayer, F.M. Vogelzang",2022,"Biting the bullet: Addressing the democratic legitimacy of transition management","https://doi.org/10.1016/j.eist.2021.12.008",5,"From early on, reflexive governance approaches have been problematised for lacking explicit consideration of formal governance and decision-making structures. Developed over two decades ago, transition management is not an exception; it has been specifically critiqued for being democratically illegitimate and depoliticising issues. Contributing to these debates, this article develops a legitimacy framework for understanding how transition management practices can be legitimised within liberal democratic structures, while safeguarding their transformative potential, or, ‘radical core’, while navigating innovation capture. This framework guides a comparative analysis of six European cities, who employ transition management practices for developing decarbonisation roadmaps towards 2050. We discuss the emphasis on liberal democratic norms, the fuzziness of practices of participation and the closing down of policy options. We recommend the legitimacy framework to be used as a heuristic for reflexive governance, tool for explicating the conditionality of ‘radicality’ in transition management, and guide for designing accountability governance structures."
"561","W4213339724","Stefan Bouzarovski",2022,"Energy and labour: Thinking across the continuum","https://doi.org/10.1177/03091325211051478",5,"Metabolisms of energy in society and space are predicated upon human labour, in ways that are often poorly recognized in relation to the global climate challenge. I synthesize and interrogate existing scholarship on the relationship between energy and labour across different spatio-temporal contexts, so as to reveal the overlapping networks that bind energy workers, consumers and producers. Drawing upon geographical, feminist, social practice and political ecology insights, I propose a research agenda that foregrounds the role of social reproduction – through capital-labour regimes and the gendered division of labour – in shaping the circulation and contestation of energy use."
"562","W4220690316","Els Leclercq, Emiel Rijshouwer",2022,"Enabling citizens’ Right to the Smart City through the co-creation of digital platforms","https://doi.org/10.1186/s42854-022-00030-y",5,"Abstract In response to increasingly deterministic and all-encompassing implementation of smart city technologies, scholars and activists plea for policies and initiatives to support citizens’ democratic ‘Right to the Smart City.’ Although it is common for government officials and technology companies to make an effort to support citizen participation in smart city development, the question is how this works in practice. The authors engaged in a series of three participatory action research projects with the aim to support citizens’ ‘Right to the Smart City’ through the development and use of digital platforms. We find that, although (the processes of co-creatively developing) these platforms do actively address citizens’ engagement, empowerment and emancipation in smart city development, their contribution to provide participants with the opportunity to actually and sustainably reframe, reimagine and remake the smart city in a way that benefits them and their communities, is fairly limited. We conclude that time and budget constraints, entrenched technocratic beliefs, as well as vested – traditional – and imbalanced power relationships and divergent views, concerns and objectives prohibit citizens’ ‘Right to the Smart City.’ Hence, our plea for ‘Governance Beyond Participation:’ city making processes that do not perceive citizens as participants or clients, but as valued and trustworthy collaborators in the development and the governance of public space."
"563","W4220713469","Luis A. Bojórquez-Tapia, Hallie Eakin, Patrick M. Reed, Yosune Miquelajauregui, Ileana Grave, Tatiana Merino-Benítez, Edmundo Molina-Perez",2022,"Unveiling uncertainties to enhance sustainability transformations in infrastructure decision-making","https://doi.org/10.1016/j.cosust.2022.101172",5,"Large-scale infrastructure plays instrumental roles in defining trajectories of land use, influencing the distribution of risk, and enabling or eroding ecological and social wellbeing. While considerable attention has been paid to the outcomes and implications of such infrastructure investments, less analytical attention has been given to the decision processes of infrastructure investment intended to enhance sustainability transformations. Decision-making over infrastructure is characterized by uncertainty — in which the system models and probability functions are unknown, and the desired outcomes are highly controversial. Approaches are needed to address issues of political contention and power asymmetries, disparate values, justice and equity in large-scale infrastructure decision-making. All these elements augment uncertainty and challenge decision processes, while underscoring the role of knowledge co-production. We draw from empirical cases in Mexico and Vietnam to highlight promising directions and an emergent research agenda on addressing these challenges in infrastructural decision processes."
"564","W4221068901","Claudia Munera, Matthew J. Colloff, Bruno Locatelli, Carina Wyborn",2022,"Engaging with the future: framings of adaptation to climate change in conservation","https://doi.org/10.1080/26395916.2022.2043940",5,"The term ‘adaptation’ is commonplace in conservation research and practice, but often without a reflection on the assumptions, expectations, or frames of reference used to define goals and actions. Communities of practice (e.g. conservation researchers, protected areas managers) have different interpretations of climate change impacts on biodiversity and different ways of defining, operationalizing and implementing adaptation. Their cognitive and motivational expectations for the future are associated with different paths to reach such desired futures. To understand how adaptation is framed in conservation, we undertook a systematic review with a thematic synthesis of the definitions of the term as used in the academic conservation literature. From a sample of 150 articles, only 36 provided a definition of adaptation. We critically appraised the explicit definitions to identify emergent themes that represent particular adaptation approaches. Themes were then grouped, and each group was assigned to a scholarly tradition, onto-epistemological approach and theoretical perspective. Based on theoretical perspectives on social change, we propose a framework (including individual cognitive basis, social interactions, and openness to alternatives) to analyse how change is framed in the definitions and how the framings influence adaptation options. The grouped themes represent passive, active, or indirect adaptation approaches. We used these themes to generate a conceptual model to guide conservation researchers and practitioners engaged in climate adaptation research, policy and management to aid reflection and understanding of the options available to design adaptation agendas and allow negotiation of diverse interests, views and expectations about the future."
"565","W4224044965","Stefan Schaltegger, Derk Loorbach, Jacob Hörisch",2022,"Managing entrepreneurial and corporate contributions to sustainability transitions","https://doi.org/10.1002/bse.3080",5,"To achieve an economy within ecological boundaries that meets the needs of all requires societal transitions (i.e. systemic changes of collective cultures, structures and practices). Such a societal and economic transition requires corporate and entrepreneurial organisations to transform their businesses, business models and societal roles. While the importance of companies for sustainable development has been acknowledged in the existing literature the link between transformations at the organizational level and sustainability transitions beyond organizational boundaries needs further investigation. This contribution therefore unpacks the duality of companies in sustainability transitions: they are subject to the transformative changes in the economy and society, and they can be leaders of sustainability transitions of the economy and society. Companies are challenged to proactively manage a simultaneous build-up of sustainable and phase-out of unsustainable products, services and practices. Key approaches for sustainability transformation management are discussed and conclusions for research and practice deducted."
"566","W4224219895","Sabine Hielscher, Julia Wittmayer, Alicja Dańkowska",2022,"Social movements in energy transitions: The politics of fossil fuel energy pathways in the United Kingdom, the Netherlands and Poland","https://doi.org/10.1016/j.exis.2022.101073",5,"Pathways towards low-carbon energy transitions have become a priority in 21st century Europe. The commitment to lowering carbon dioxide emissions have triggered changes to current fossil fuel-based energy systems. Over the past decade, fossil fuel energy pathways have been characterized by closures of sites, continued extractions and new explorations, demonstrating processes of (dis)continuation. This paper contributes to the recent line of work that draws attention to the contentious politics in sustainability transitions and the role of social movements by drawing on case study work in which we trace social mobilizations alongside key policy and industry developments linked to onshore oil and gas and coal projects in the United Kingdom, the Netherlands and Poland over the past ten years. Drawing on the notion of scalar practices, we identify political strategies and opportunities for the discontinuation of fossil fuels, but we also examine how political spaces are impinged and closed down to support continuation processes. Our analysis demonstrates how decision-making powers and possibilities for scrutinizing and taking actions against fossil fuels are negotiated between local and central government, local communities and residents, grassroots movements, national NGOs, and fossil fuel industries. We conclude that all actors are involved in scalar practices, and non-fossil energy pathways remain challenging if the government and industry actors keep trying to displace the politics linked to fossil fuel energy."
"567","W4224598172","Chenyang Bi, John B. Little",2022,"Integrated assessment across building and urban scales: A review and proposal for a more holistic, multi-scale, system-of-systems approach","https://doi.org/10.1016/j.scs.2022.103915",5,"Humanity is facing major societal challenges that are complex and systemic in the nature of their drivers, interactions, and impacts. Because buildings and cities play a substantial role in these societal challenges, we need reliable approaches that can be used to assess their resilience and sustainability. Given that building and urban systems are usually tightly coupled, we critically review nine building-scale assessment frameworks and seven urban-scale assessment frameworks, ranking them from high to low in terms of the causality among component systems. We identify four major knowledge gaps that, to varying degrees, span the entire range of assessment frameworks: (1) causality among component systems and their subsystems is limited; (2) sustainability and resilience are too narrowly defined; (3) social systems are inadequately addressed; and (4) building- and urban-scale assessments are poorly connected. To address these limitations, we briefly introduce several closely-related fields of research including integrated assessment and modeling, social-ecological systems research, land systems science, socio-environmental systems modeling, modeling of human behavior, multi-scale modeling, and multi-fidelity modeling. Building on these rapidly emerging research domains, we conclude by proposing a more holistic, multi-scale, system-of-systems approach that connects across building and urban scales using several common systems."
"568","W4234459924","Michael P. Schlaile, Sophie Urmetzer",2019,"Transitions to Sustainable Development","https://doi.org/10.1007/978-3-319-71058-7_52-1",5,""
"569","W4236504206","Michael P. Schlaile, Sophie Urmetzer",2020,"Transitions to Sustainable Development","https://doi.org/10.1007/978-3-319-95867-5_52",5,""
"570","W4281571651","Gesche Krause, Lewis Le Vay, Bela H. Buck, Barry A. Costa-Pierce, Tobias Dewhurst, Kevin Heasman, Nancy Nevejan, Pernille Nielsen, Kåre Lehmann Nielsen, Kyung-Il Park, Maximilian Felix Schupp, Jean-Baptiste Thomas, Max Troell, Julie L. Webb, Anna-Lisa Wrange, Friederike Ziegler, Åsa Strand",2022,"Prospects of Low Trophic Marine Aquaculture Contributing to Food Security in a Net Zero-Carbon World","https://doi.org/10.3389/fsufs.2022.875509",5,"To limit compromising the integrity of the planet, a shift is needed towards food production with low environmental impacts and low carbon footprint. How to put such transformative change towards sustainable food production whilst ensuring food security into practice remains a challenge and will require transdisciplinary approaches. Combining expertise from natural- and social sciences as well as industry perspectives, an alternative vision for the future in the marine realm is proposed. This vision includes moving towards aquaculture mainly of low trophic marine (LTM) species. Such shift may enable a blue transformation that can support a sustainable blue economy. It includes a whole new perspective and proactive development of policy-making which considers, among others, the context-specific nature of allocation of marine space and societal acceptance of new developments, over and above the decarbonization of food production, vis á vis reducing regulatory barriers for the industry for LTM whilst acknowledging the complexities of upscaling and outscaling. This needs to be supported by transdisciplinary research co-produced with consumers and wider public, as a blue transformation towards accelerating LTM aquaculture opportunities in a net zero-carbon world can only occur by considering the demands of society."
"571","W4285082199","Kaija Veskioja, Ralf-Martin Soe, Einari Kisel",2022,"Implications of digitalization in facilitating socio-technical energy transitions in Europe","https://doi.org/10.1016/j.erss.2022.102720",5,"The energy sector is digitalizing - we see a lot of smart energy services providing higher value to customers through data processing, which also increases the importance of transparency and security of data access and processing. Nevertheless, the widespread use of these services is lagging behind for enabling fundamental transitions of energy systems. This interdisciplinary article operationalises the MLP of sustainability transitions and draws together previous research on the application and implications of energy data and consumer motivation for analysing the imbalance between the supply and demand of smart energy services in the current energy transition. Besides drawing together the opportunities and challenges with energy data of 85 international smart energy services, the empirical findings present some new energy data use cases aimed especially for consumers and provide an extensive overview of additional data types with reasoning needed by service providers. These findings are complemented with the more in-depth Estonian electricity sector digitalization case study. Furthermore, we propose a list of characteristics essential for Pan-European energy data access with the main aim to open up data, activate consumers and increase the demand of smart energy services for speeding up the green energy transition."
"572","W2999980947","NA",2020,"Innovation for What? Unpacking the Role of Innovation for Weak and Strong Sustainability","https://doi.org/10.20900/jsr20200007",4,"This perspective paper aims to contribute to current discussions about responsible innovation and innovation systems for sustainability. The paper interrogates the purposes of innovation and its role in sustainable development. It reflects on the differences between adopting weak or strong sustainability as the final goal in terms of innovation and innovation systems. At a meta level, it aims to bring clarity to the use of concepts like innovation, technology or responsible innovation in relation to sustainability and sustainable development discussions. The paper concludes suggesting some areas for future research in the realm of innovation for sustainable development."
"573","W3114711665","Lisa S. Barsties, Leonie A Daalderop, Jacqueline Lagendijk, Frank van Steenbergen, Jasper V Been, Loes C.M. Bertens, Adja J M Waelput, Hanneke van Zoest, Derk Loorbach, Eric A.P. Steegers",2021,"Addressing perinatal health inequities in Dutch municipalities: Protocol for the Healthy Pregnancy 4 All-3 programme","https://doi.org/10.1016/j.healthpol.2020.12.013",4,"Health inequities are already present at birth and affect individuals’ health and socioeconomic outcomes across the life course. Addressing these inequities requires a cross-sectoral approach, covering the first 1,000 days of life. We believe that - in the Dutch context - municipal governments can be the main responsible actor to drive such an approach, since they are primarily responsible for organising adequate public health. Therefore, we aim to identify and develop transformative change towards the implementation of perinatal health into municipal approaches and policies concerning health inequities. A transition analysis will be combined with action research in six Dutch municipalities. Interviews and interactive group sessions with professionals and organisations that are relevant for the institutional embedding of perinatal health into approaches and policies regarding health inequities, will be organised in each municipality. As a follow-up, a questionnaire will be administered among all participants one year after completion of the group sessions. We expect to gain insights into the role of municipalities in addressing perinatal health inequities, learn more about the interaction between different key stakeholders, and identify barriers and facilitators for a cross-sectoral approach to perinatal health. This knowledge will serve to inform the development of approaches to perinatal health inequities in areas with relatively poor perinatal health outcomes, both in the Netherlands and abroad."
"574","W3142900105","Carla De Laurentis",2021,"What are the regionally specific institutions that matter for renewable energy deployment and how can they be identified? Some insights from Italian regions","https://doi.org/10.1080/13549839.2021.1904859",4,"While energy transition processes are embedded in locally and regionally specific institutions, infrastructures and natural environments challenges remain in identifying the institutions that matter for renewable energy deployment, how they work and how they influence energy transition at the regional level. The paper discusses the institutional configurations, discernible by looking at the influence that the socio-material forms of energy exert on energy infrastructure, and its governance. It is argued that the socio-material dimensions of renewable energy are useful to emphasise the institutions that matter for renewable energy deployment and can shed light on the capacity of regional governments to steer renewable energy transitions. By adopting a comparative case study approach, the paper stresses the way in which the normative and cultural contexts of the regions under-consideration have influenced and modulated the effects of national regulatory schemes on renewable energy deployment. While similar institutional settings have worked in different ways across the regions investigated, the approach adopted is helpful in emphasising the relational and multi-scalar character of institutions and their effect on the regional capacity, and capability, to act in renewable energy deployment."
"575","W3171306319","Miriam Müller, Oscar Reutter",2021,"Course change: Navigating urban passenger transport toward sustainability through modal shift","https://doi.org/10.1080/15568318.2021.1919796",4,"Staying within the 2 °C (preferably 1.5 °C) limit requires fast and fundamental system changes, also in urban passenger transport. Shifting car traffic to environmentally friendly transport modes is one central strategy to make urban transport more sustainable and climate friendly. However, in most cities car use remains high. Therefore, this paper analyzes what course change is needed regarding direction, scale and speed of change for urban sustainability and climate protection reasons. The paper analyzes the role of modal shift as a strategy in itself and in relation to land-use (avoid) and efficiency (improve) measures. The paper draws on insights from European frontrunning cities and explorative forecasting scenarios calculated with the sophisticated integrated land-use transport model “Ruhr Region 2050”. The paper suggests that a significant reduction of urban car use is needed (direction) that roughly equals a fast halving of car use (scale), which has proven feasible under the current socio-political conditions by annual reduction rates of 0.5 to 1.5 percentage points of the trip-based modal share of car use (speed). Significantly reducing car use requires comprehensive and high-intensive measures that go far beyond usual practices. Modal shift measures need to play a crucial role in integrated approaches with land-use (avoid) and efficiency (improve) measures because they have the potential to significantly reduce car use and CO2 emissions and because they can produce comparatively fast effects – which makes modal shift measures first aid approaches to achieve a fast “bending of the curve” of excessive car use and growing CO2 emissions."
"576","W3179000515","A.C. Hoes, Simone van der Burg, Greet Overbeek",2021,"Transitioning Responsibly Toward a Circular Bioeconomy: Using Stakeholder Workshops to Reveal Market Dependencies","https://doi.org/10.1007/s10806-021-09862-3",4,"Abstract This article reflects on the contribution that stakeholder involvement could give to circular bioeconomy transformation (CBE). By comparing argument for stakeholder involvement in literature as well as on our own experiences in six stakeholder involvement workshops, we argue that it is probably unrealistic to fully achieve both normative and co-design goals in a single workshop. Furthermore, stakeholder involvement can help to acquire insight into dependencies in the market and offer an opportunity to connect people to deal with them. Therefore we propose for future stakeholder involvement initiatives for CBE to focus on (1) identify relationships of dependency which make it hard for players in the market to change, (2) develop strategies to change while mitigating the detrimental effects on already existing relationships and (3) gradually breaking down relationships and building new ones that support CBE."
"577","W3179883605","Tim Forsyth, Oliver Springate-Baginski",2021,"Are landscape approaches possible under authoritarianism? Multi-stakeholder governance and social transformation in Myanmar","https://doi.org/10.1016/j.envsci.2021.07.010",4,"Landscape Approaches have been proposed as a transferable model of multi-stakeholder governance, yet assume conditions of ideal speech, trust, and transparency that seem untransferable to authoritarian regimes. This paper argues that building Landscape Approaches under authoritarian conditions cannot be based on a governance deficit model of awaiting idealized political conditions, but instead needs to pay attention to how local social and political structures influence what is deliberated, and by whom. The paper presents evidence from a multi-stakeholder environmental intervention around Lake Indawgyi in Kachin State, Myanmar, to draw lessons for transferring Landscapes Approaches under conditions of political authoritarianism, sporadic violent conflict, and rapid socio-economic change. Using information gathered from village surveys and interviews with policymakers, the paper analyzes how multifunctionality, stakeholder engagement, and deliberation are achieved, and with whose influence. The paper argues that common principles of Landscapes Approaches need to acknowledge more how state-led agendas can influence agendas and participation in conservation; but also how the composition and interests of stakeholders are not fixed under socio-economic transformation. Focusing on local and contextual drivers of environmental change and political inequality are more useful for transferring Landscape Approaches to authoritarian regimes than adhering to optimistic principles, or testing associations between variables without reference to context. Indeed, the latter risks depoliticizing conflictual processes, and implicitly endorsing political inequalities. The 2021 military coup in Myanmar has added to these inequalities."
"578","W3185330243","Hannah Wallis, Sebastian Bamberg, Maxie Schulte, Ellen Matthies",2021,"Empowering People to Act for a Better Life for All","https://doi.org/10.1027/1016-9040/a000436",4,"Abstract. The ongoing intensification of the socio-ecological crisis requires a “Great Transformation” ( WBGU, 2011 ) of central societal systems involving aspects such as mobility, energy production, and nutrition. Thus, from a scientific point of view, the Great Transformation is a highly normative topic with a strong focus on societal and political processes of change. We are convinced that psychology can play a fruitful role in creating the social science for sustainability transformation that is needed for this purpose. However, for this to happen, psychology needs a shift toward a more impact-oriented research perspective, focusing on how people can effectively influence their ecological footprint and/or foster societal change as consumers, producers, or active citizens and community members. As starting points for developing such transformation-oriented psychological research perspectives, the present paper shows how a multilevel perspective on societal transformation processes can be combined with the vision of a solidarity-based lifestyle. Against this theoretical backdrop, we see an important role for psychology in studying how people cope with an ecological crisis by inventing new environmental lifestyles and identities, despite being locked into the currently unsustainable socio-technical systems."
"579","W3186099625","Maxie Schulte, Sebastian Bamberg, Jonas Rees",2021,"We, the Change","https://doi.org/10.1027/1016-9040/a000445",4,"Abstract. In the last years within sustainability research, the agreement seems to have changed about the appropriate strategies to solve the intensifying socio-ecological crisis. While the focus used to be on “greening” individual lifestyles, it has recently shifted to the fundamental transition of central societal production and consumption systems. This raises the question of what psychology with its traditional focus on the individual can contribute to a better understanding and successful design of such societal transition processes. The present paper aims to offer an outline of how such psychological research lines might look like. We use the social identity concept as a starting point and motivate it as central for understanding the transformation of an individual into a group member who voluntarily collaborates with others to create more sustainable socio-technical solutions for central societal needs. The three parts of our paper deliver compact descriptions of thought-provoking research lines which developed in the last years. These research lines contribute to a better understanding of how social identities as collective pro-environmental activists are “crafted,” through which processes such as activist identities influence the participation in collective pro-environmental action and, ultimately, collective change. In sum, an important psychological contribution to the debate about the “Great Transformation” could be to provide a better understanding of what motivates individuals to actively participate in transition-oriented initiatives and how this motivation can be strengthened."
"580","W3199774222","Seona Park, Sun-Jin Yun",2021,"Multiscalar energy transitions: Exploring the strategies of renewable energy cooperatives in South Korea","https://doi.org/10.1016/j.erss.2021.102280",4,"We investigate the multiscale roles of renewable energy cooperatives (RE co-ops) in South Korea. This paper focuses on citizen participatory RE co-ops as a niche that plays a vital role in the community-led energy pathway. This paper conducted a narrative analysis based on data about RE co-ops' current status and in-depth interviews. We analyzed core changes and inertia in the conventional energy system at the national, regional, and local scales by comparing within and between scales. Each scale consisted of a patchwork of distinguishable subregimes, i.e., market, policy, and culture. We argue that a niche plays the creative role of adjusting the subregimes at each scale grounded in manageable resources such as their economic means, bylaws, and relationships. By identifying a gap between the ideal community-led energy pathway and how each spatial scale works, we show that a strategic political process should fill the gap, especially when niche actors try to actualize energy transition under adverse conditions."
"581","W3208980584","Michael B. Cohen, Lena Simet",2018,"Macroeconomy and Urban Productivity","https://doi.org/10.1017/9781316647554.008",4,"A summary is not available for this content. As you have access to this content, full HTML content is provided on this page. A PDF of this content is also available in through the ‘Save PDF’ action button."
"582","W3209176845","Xuemei Bai, Thomas Elmqvist, Niki Frantzeskaki, Timon McPhearson, David Simon, D C Maddox, Mark Hanna Watkins, Patricia Romero-Lankao, Susan Parnell, Corrie Griffith, Debra Roberts",2018,"New Integrated Urban Knowledge for the Cities We Want","https://doi.org/10.1017/9781316647554.055",4,""
"583","W3210469006","Chedrak Chembessi, Christophe Beaurain, Geneviève Cloutier",2021,"Understanding the scaling-up of a Circular Economy (CE) through a strategic niche management (SNM) theory: a socio-political perspective from Quebec","https://doi.org/10.1016/j.envc.2021.100362",4,"This paper examines the public policy mechanisms that are involved in the development of a circular economy (CE) in Quebec. The article uses an analytical framework of niche management to explore institutional frameworks in which the CE is expanding in Quebec. The data used for this analysis was collected through semi-structured interviews with 36 stakeholders involved in the CE project in the region of Kamouraska (Quebec). Our study reveals important changes to Quebec's regulations that encourage CE development. It underlines/emphasizes that coercive measures (laws and regulations) as well as incentives (public funding, fiscal measures, technical support, coordination, etc.) contribute to the adoption and dissemination of a CE. However, such public policy schemes have been supported by the collective and sustained commitment of economic and institutional actors in the territories. Consequently, the main difficulty in implementing these public policy schemes is trying to combine the multiple resources and skills of stakeholders operating at different spatial scales. As a result, a focus on local contexts and stakeholder values helps define and strengthen the strategic framework for a CE."
"584","W3211107216","David Satterthwaite",2018,"Who Can Implement the Sustainable Development Goals in Urban Areas?","https://doi.org/10.1017/9781316647554.037",4,""
"585","W3213812569","Shogo Katoh, Rick Aalbers, Shintaro Sengoku",2021,"Effects and Interactions of Researcher’s Motivation and Personality in Promoting Interdisciplinary and Transdisciplinary Research","https://doi.org/10.3390/su132212502",4,"Motivation is one of the most important factors driving innovative activities such as interdisciplinary research (IDR) and transdisciplinary research (TDR) for the achievement of sustainable development goals (SDGs). While there has been progress in developing ex-post indicators to evaluate their performance, only a few trials have been conducted to explore how researchers’ motivations are related to their proactive participation. To address this issue, this study empirically investigates the effect of researchers’ personality traits on their attitudes toward IDR/TDR collaboration. A questionnaire survey of 228 researchers in the natural sciences, mathematics, engineering, and related interdisciplinary fields was used to test the hypotheses by regression analysis that included interaction terms. The results show that researchers’ intrinsic motivation positively affects both IDR and TDR, while their extrinsic motivation mainly affects TDR. Furthermore, researchers’ personality traits have a significant effect on interdisciplinary collaboration and regional/societal collaboration. These findings provide cues on how to effectively integrate knowledge of IDR/TDR and how to motivate and allocate researchers for successful TDR/IDR collaboration."
